_epoch,train_loss,valid_loss,acc,val_acc,lr,early_stopping,elapsed_time
158,0.092297,1.535208,0.465,0.420,0.0010,1,562
159,0.081990,1.559252,0.461,0.422,0.0010,2,565
160,1.405761,1.458312,0.473,0.438,0.0010,0,569
161,0.092055,1.538422,0.469,0.417,0.0010,1,572
162,0.081765,1.575536,0.460,0.413,0.0010,2,576
163,1.398682,1.441785,0.478,0.436,0.0010,3,579
164,0.092596,1.537254,0.471,0.420,0.0010,4,583
165,0.081377,1.564116,0.465,0.430,0.0010,5,587
166,1.391937,1.445545,0.478,0.430,0.0010,6,590
167,0.091450,1.554547,0.471,0.421,0.0010,7,594
168,0.080908,1.567580,0.467,0.424,0.0010,8,597
169,1.386545,1.452189,0.480,0.437,0.0010,9,601
170,0.090760,1.553518,0.473,0.423,0.0010,10,604
171,0.080548,1.551688,0.469,0.434,0.0010,11,608
172,1.378210,1.442403,0.483,0.434,0.0010,12,611
173,0.091168,1.551527,0.474,0.429,0.0010,13,615
174,0.080086,1.571138,0.471,0.428,0.0010,14,619
175,1.375021,1.445132,0.483,0.433,0.0010,15,622
176,0.090548,1.544875,0.474,0.423,0.0010,16,626
177,0.079648,1.559558,0.474,0.426,0.0010,17,629
178,1.366785,1.442536,0.488,0.434,0.0010,18,633
179,0.090253,1.544254,0.476,0.428,0.0010,19,636
180,0.079318,1.559395,0.474,0.433,0.0010,20,640
181,1.360684,1.448201,0.489,0.434,0.0010,21,643
182,0.089465,1.560998,0.476,0.420,0.0010,22,647
183,0.079013,1.568024,0.478,0.430,0.0010,23,651
184,1.360818,1.448396,0.487,0.429,0.0010,24,654
185,0.088944,1.550024,0.479,0.423,0.0010,25,658
186,0.078684,1.565456,0.481,0.428,0.0010,26,661
187,1.354171,1.438037,0.490,0.428,0.0010,27,665
